comment,coment_en
wah ini parah harus di up terus kebiri skalian jgn mentangx byk duit bisa amanx ja,"wow this is severe, it must be up to keep the castration, don't mengangx, because the money can be AMANX JA"
dih gatau malu anj,Dih Gatau embarrassed anj
ternyata pandeglang ga cuma jalannya yg rusak tapi pemerintahannya juga,It turns out that Pandeglang is not only the road that is damaged but the government too
yukkk viralin usut tuntas kasusnya,yukkk vialin thoroughly the case
jangan salahkan kota nya salahkan mindset manusia nya dan oknum tertentu stay safe and be smart girl,Don't blame the city blame the human mindset and certain elements stay safe and be smart girl
astaghfirullah,Astaghfirullah
muka pelaku ada di sg gua,The face of the perpetrator is in my sg
potong aja sih titinya biar kapok ga bisa ngerasain kenikmatan lagi,just cut the post so that you can give up you can't feel pleasure anymore
tanggapannya,the response
ulessss ihhhh,ULESSSSS IHHHH
ayoo kawal,Ayoo guard
paranin di mana kampung nya itu pelaku,Paranin where the village is the perpetrator
salam olahraga gak nih klo ketemu di jalan soalnya tengil banget ajg ni anak pejabat,"Greetings, don't you meet on the road because it's really a child"
komplek sekali curanmor jalan berlubangtindak kriminal seperti sudah komplit pusing gak si pelan saja pak supir berita negatif terus tiap hari kapan berita positif capee,"the complex of the potholes of the crime like a criminal like already complete, or not, the driver is slow, the negative news continues every day when the news is positive capee"
tempang pemerkosaan sangat buasss,The rape is very BUASSS
viral dulu di usut kemudian,Viral used to be investigated later
gw liat di pddikti statusnya ilang jirrrr,"I see in PDDIKTI, the status is gone"
bisa ga orang kayak gini dimutasi aja ke merkurius,"Can people be like this, just mutated to Mercury"
psikopat,Psychopath
warga pandeglang makin meresahkan baru kemaren kasus pembunuhan pke closet,Pandeglang residents increasingly troubling just yesterday the murder case of PKE Closet
astaghfirullah semoga korban mendapatkan keadilan,"Astaghfirullah, hopefully the victim will get justice"
status mahasiswa wkwk kelakuan kek org ga berpendidikan wkwk,"the status of students when the behavior is not educated, wkwk"
hadeh pulu puluuuuu,Hadeh Pulu Puluuuuu
ada uang papah disayang tak ada uang papah di suruh pulang,there is a papah money that is loved there is no papah money told to go home
tahun keenakan itu mahknp ga dilaporkn dri awal kejadianmasalah disebarkan itu urusan belakangangmn mau nyebarin klo pelakunya ditangkaplaporkan diam ke kluargatangkapbawa ke pihak berwajibhadirkn buktiatau mau pake hukum rimba dulupotong kelamin baru serahkn ke pihak berwajib,Year of Eerage that Mahknp was not reported from the beginning of the incident that was spread it was the affair of Rearangmn wanting to spread if the culprit was reported to be silent to the Kluargatkut Bringing to the authorities.
tolong di bantu pak,please help sir
mentangÂ² ank pejabat masa ga ada tindakan lanjut sii kn smÂ² manusia shrs nya adill,mentangâ ² ank officials there is no further action
pandeglang lagi,Pandeglang again
sing arane alwi tukan nyepot,Sing Arane Alwi Tukan Nyepot
astaghfirullah kok bisa separah ini yah,Astaghfirullah how come this is this bad
ada apa dgn untirta indah,what's wrong with beautiful untirta
harus dapet hukuman yang setimpal,must get a punishment that is worth it
bantu bang,help bang
banyak pasal berlapis yang bisa dikenakan ke pelaku tolong pihak terkait kawal kasus ini dengan erat agar tidak terulang kepada orang lain,"many layered articles that can be imposed on the perpetrators, help the parties related to the guard of this case closely so as not to be repeated to others"
perlu diasah otaknya,Need to be honed by his brain
lagu laguan anak pejabat jangan pilih kasih nih polisi tangkap aja,the song of the official child of the official don't choose to love the police just arrest
alwi babi,Alwi pig
bang tolong di up,"sir, please up"
pengen tag lamtur tapi ga bisa,want to tag lamtur but can't
terkenal kan lo biadab,famous for being savage
info ketangkep kebiri min,Info Ketangkep Circhesion Min
pentingnya pendidikan moral,The importance of moral education
akibat ulah anaknya bisaÂ² kekayaan orang tuanya di selidiki kpk contoh yang sudahÂ² bagaimana anak pejabat nih bosss senggol donk,"As a result of his son's actions, his parents' wealth was investigated by the KPK, for example, how the officials of the official Bosss Senggol"
waduuuuuh,Waduuuuuh
terlalu mandang latar belakang sampe lupa kedepan nya mau jadi apa manusia,too back the background until forgetting in the future what would be human
ning untirta parani apa lg ngumpet tah bocae,"Ning Untirta Parani, what else to hide tah bocae"
itu udah keterlaluan kena bnyak pasal pastinya tolongin om,"that is too much hit by a lot of articles, of course, please help uncle"
yang bener akan terlihat salah dan yang salah akan terlihat bener ini lah akhir jaman semua di butakan oleh uang,what will really look wrong and the wrong will look right this is the end of time all of the money
coba min jaluk no wa pelaku atau spil ig nya arep dolan kih,try min jaluk no wa the perpetrators or spil ig are Arep dolan kih
salam jari tengah untuk dinasti sampah,Greetings in the middle finger for the garbage dynasty
awas bisi di gebuk ku kloset,Watch out for bisi in my thumb to the toilet
spil akun media sosial alwinya dong wkwk,Spil Alwinya social media account
usut,Investigate
infoin aja lokasi kosan dll nanggung amat dah biar bisa silaturahmi hehe,"Just info, the location of the boarding house, etc. bear it, so I can get friendly hehe"
seperti biasa tumpul ke atas,as usual blunt upwards
tampang bangor kaya setn alass,looks like a bangor rich setn alass
pajuh maung jelema kitumah,Pajuh Maung Jelema Kitumah
gebuki ae lah,Gebuki ae
kuliah tapi tidak berotak,college but not braid
mirissss,Mirissss
kasian ih,sorry
spil bintinya dong min gue mau nitip paku sekilo di perutnya pelaku,Spil Bintakinnya Min Min I want to get a nail nail in the stomach of the perpetrator
sikaaat,Sikaat
tobat bib,repent bib
bantu viralkan di hotman paris aja atau di teh novi langsung di tangani tanpa basa basi,Help viral on Hotman Paris or in Teh Novi directly handled without further ado
pndnglng lagi knp si yah,pndngngng again why is it
di duga kejari pandeglang lebih berat ke tersangka,It is suspected that the Pandeglang Kejari is heavier to the suspect
itu jaksa nya nglindungin predator anjing itu tah akhh tai,"the prosecutor protects the dog predator, but"
saya percaya sama pak mahfud,I believe in Mr. Mahfud
siapatau bapak mau bantu kasus di kota sebelah pak,ready or you want to help the case in the city next to sir
pelaku anak dari adiknya jaksa ya,the perpetrator of the child from his younger brother prosecutor
awal mulanya bagaimana ya ko bisa seperti itu sampe bertaunÂ²,"In the beginning, how can I be like that until it has been tired"
kelakuan orang jaman sekarang ngeringeri,the behavior of people today is drying
bobrok bobrok,Bobrok dilapidated
maluin warga pandeglangyg julukan kota santri dan berakhlakul karimahsemoga allah membuka kebenaran yg sebenarbenarnyaamiin,"embarrassed by the citizens of Pandeglangyg the nickname of the city of santri and morality, hopefully Allah opens the truth that is actually"
kota sejuta santri dan ulama pandeglang,City of a million santri and ulama pandeglang
sikaat lur,Sikaat lur
innalilahi wa innailaihi rajiun kasian mbak nya,Innalilahi wa innailaihihi rajiun is sorry for her
usut sampe tuntas,Investigate until complete
tau bgt ada orang yg kena gini gak bisa putus karna takut disebar foto dan video nya mau dibantu malah nolak ya bingung juga,"you know, there are people who get hit like this, they can't break up because they are afraid of being spread with photos and videos, they want to be helped, they refuse to be confused too"
up ke,up to
masuk bui jadi samsak mampus,enter jail so samsak is dead
musik haram,illicit music
hukum seberat nya do krna udh merusak nama baik kampus,The law is as heavy as DO because it has damaged the good name of the campus
mahkotamu sedang dalam perjalanan king,Your crown is on the way King
ya ampum muka kaya cunguk gitu gaya nya kek apa jiji gw liat nya,"yeah ampum face like a vaginal style, what's the style of jiji I see it"
ayoo bung,"Ayoo, man"
tolong ambilkan kelentong bedug masjid sya pengen silaturahmiikan ke gigirnya,Please get the Masjid Sya Mosque Bedug I want to make a friendly friendship
smga pelaku cpt dpt hukuman,all the perpetrators of CPT DPT Penalt
pandeglang bermasalah mulu herann bobrok banget kasus macam bgini ko banyak yg lindungin,Pandeglang has a problem with wonder so much dilapidated cases like many who are protected
di idupin pake uang haram jd kelakuan na oge haram jadah kitu nya,alive using illegal money so the behavior of Na Oge is illegal
spil ig nya min kita mau kenalan sekalian rapihin mukanyaa,"The spil of the IG is min, we want to get to know all the neats"
ting buating husen kuen,Ting for Husen Kuen
idih sih nekat banget orang itu main perkosa orang lain itu wanita ga punya perasaan sama sekali itu cowo sampe mana kaya gitu terus aih itu,Idih is very desperate that the person is playing raping someone else that woman doesn't have feelings at all that guy until where it is like that and it continues that
spil ig nya dong mau silaturahmi min,the ig spils want to be friendly
jaksa sama hakim gak bener nih yang mana salah dan bener kalo udah ada muka si pelaku gebugin aja tuman,"The prosecutor and the judge are not right which one is wrong and right if there is already the face of the perpetrator, just tuman"
yg mau liat mukanya ada di postingan saya,who want to see his face in my post
nangis kejer gw kalo jadi keluarganya,crying my champion if it becomes his family
wow pria bermental lemah haha,"Wow, a weak mentality man haha"
tag lah biar di kawal,Tag it to be guarded
pelakunya semoga dihukum kxbirx,the culprit may be punished by kxbirx
ditunggu berita kalo pelakunya dihukum kebxri dan di do dari kampusnya,waiting for the news that the culprit was punished kebxri and do from the campus
ayo netizen waktunya kerjaaa semangaaat,"Come on, netizens are time to work"
apakah ada yg tau nama igy,Does anyone know the name Igy
ayookk ramaikan manusia zolim inipls help pak,"ayookk enliven the zolim man, the help, sir"
buat wanita gausah tergiur sama lakilaki karena hartanya lahdgn dia bisa ngasih apa yang lu maulu ngikutin apapun yang dia mausekarang liat,"For women, they don't have to be tempted by men because their wealth can give you what you want to follow whatever he is still looking at it"
tolong dong yg kyk begini bisa ga utk serius ditangani jangan terlalu leyeh gitu langsung tangkap penjarakan sita hp nya utk barang bukti ini bapak bisa kerja cepat ga harus viral dulu baru bener kerjanya,"Please please, who seems like this, you can not be seriously handled, don't be too leyeh, immediately catch the senses of the cellphone for this evidence, you can work quickly, you don't have to go viral first and then work"
duitnya kurang kenceng,The money is less fast
coba ignya mana mau silaturahmi,Try the IG where do you want friendship
dikira keren kali sampah,I think it's cool to trash
dinasti semuanya takut pdhal bpk ya udh koitt,Dynasty is all afraid of pdhal Mr.
gunanya pakai alat kontra sepsi ketika belum siap punya anak,The point is to use a counter septi when not ready to have children
