comment_en,Polarity,Analysis
"The perpetrator of the child from his younger brother, huh?",0.0,Neutral
How did you start in the beginning ?? How come it can be like that until fighting,0.0,Neutral
"The behavior of people today, horrified",0.0,Neutral
Bobrok dilapidated,0.0,Neutral
"Embarrassed by the people of Pandeglang, the nickname of the city of santri and morality ..., may Allah open the truth of the truth ... (Amen)",0.0,Neutral
City of a million santri and 1000 scholars .. Pandeglang,0.0,Neutral
Sikaat lur,0.0,Neutral
"INNALILAHI WA INNAAHADAHI RAJI'UN, KASIAN MBAK",0.0,Neutral
Investigate until complete ... !!,0.15625,Positive
"You know, there are people who have been hit like this, can't break up because they are afraid of spreading photos and videos. Want to be helped even refuse, so confused too.",-0.5,Negative
Up to,0.0,Neutral
enter jail so samsak is dead,-0.15000000000000002,Negative
Illicit music,0.0,Neutral
"The law is as heavy as possible, do because it has ruined the good name of the campus 😡",0.16666666666666666,Positive
Your crown is on the way King👑,0.0,Neutral
"Yeah ampum face like a vaginal style, what's the style of jiji I see it",0.0,Neutral
"Ayoo, man",0.0,Neutral
😮😮😮,0.0,Neutral
🔥🔥🔥,0.0,Neutral
Please get the Masjid Sya Mosque Bedug I want to make a friendly friendship,0.375,Positive
all the perpetrators of CPT can be punished .. 😢,0.0,Neutral
Pandeglang has a problem with wonder 🕵 very dilapidated cases like many people who are protected.,0.35,Positive
Alive using illegal money so the behavior of Na Oge is illegitimate so it is 🔥,-0.2,Negative
The spil ig min ... we want to get to know all the neats,0.0,Neutral
Ting for Husen Kuen,0.0,Neutral
"Idih is very desperate to play the raping of others, women don't have feelings at all that guy until where it continues to be like that ,, it",-0.78,Negative
The ig spils want to be friendly,0.375,Positive
"The prosecutor and the judge are not right which one is wrong and right if there is already the face of the perpetrator, just tuman",-0.11904761904761903,Negative
Who want to see his face in my post,0.0,Neutral
Crying my champion if it becomes his family,-0.2,Negative
"Wow, a weak mentality man haha",-0.025000000000000005,Negative
"Tag it to be guarded,.",0.4,Positive
The culprit may be punished by kxbirx,0.0,Neutral
Waiting for the news that the culprit was punished kebxri and do from the campus,0.0,Neutral
Come on netizens work time. Semangaaat,0.0,Neutral
Does anyone know the name Ig'y,0.0,Neutral
Ayookk enliven these zolim people .... pls help sir 😢,0.0,Neutral
"For women, they are not tempted by men because of their wealth, with him can give you what you want, you follow whatever he wants. Now look ...",0.2,Positive
"Please, please like this, you can be seriously handled. Don't be too leyeh2. Immediately catch, prison, confiscated the cellphone for evidence. Can you work fast or not? Have to be viral first and then work",0.038888888888888896,Positive
The money is less fast,0.016666666666666677,Positive
Try the IG where do you want friendship,0.0,Neutral
"I think it's cool, trash",0.35,Positive
Dynasty is all afraid of pdhal Mr.,-0.6,Negative
The point is to use a coust Sepsi when not ready to have children 😢,-0.1,Negative
"Alwi remember you wi, you're growing up to be a Bae Bae child, instead makes other people mentally destroyed, remember your parents, including your father's Alm, who is big for your father to be a Bae Bae child, not like this",-0.075,Negative
like a like and share movie 🥲,0.0,Neutral
Duh Untirta,-0.3,Negative
do you know hir?,0.0,Neutral
Oyag keun brayyy👊👊,0.0,Neutral
"Ouch, you're embarrassed by your campus, how come you're stupid",-0.7999999999999999,Negative
Why are you afraid of the Authorized High School Authorized Rank? the opponent while it is true that the mass justice is not investigated complete,-0.158,Negative
He said this perpetrator has a police officer in the Banten Regional Police 🔥 can be helped this 🙏🙏🙏,0.0,Neutral
Waiting for bogeman info from the child's child,0.0,Neutral
The perpetrators of rich / rich people?,0.375,Positive
"Try to poke to the thorough investigation, no bekingan or something else, the law is the legal ttp, want officials to not have to be fair, before the acting period.",0.3,Positive
Istigfar😢,0.0,Neutral
Let's just give the jungle law,0.0,Neutral
How come,0.0,Neutral
"please up, min😢",0.0,Neutral
What is a grudge about the perpetrators and the previous victims? So thinking about doing this? Sadisss bgt,-0.16666666666666666,Negative
Just know the lecturer untirta,0.0,Neutral
Let D.O,0.0,Neutral
🔥,0.0,Neutral
Viral used to be fair,0.7,Positive
"Try the perpetrator's social media account spill, want to be friendly ☺",0.20416666666666666,Positive
😍😍❤️❤️,0.0,Neutral
"You can spill the IG account, I want to greet a little",-0.1875,Negative
Anjay Nak Untirta,0.0,Neutral
Pandeglang wkwk,0.0,Neutral
Sign his face,0.0,Neutral
"If indeed the state law cannot be treated fairly, then let the community/ family of the victim who gives a punishment to him",0.3125,Positive
"For women, you must be more careful to choose a partner. Because it is already common like that, it can be used as a lesson so that you are more careful. And hopefully the case will be handled soon. Report permission",0.10000000000000002,Positive
is being monitored by netizens +62. So be careful in the attitude of taking the defendant's trial decision.,-0.1,Negative
Viral right ... !! Until the victim gets justice .. !!,0.1646205357142857,Positive
"Don't bear it .. if the victim continues to be intimidated, hopefully the pack is open to help the victim 🙏🙏",-0.05000000000000001,Negative
Anjink where is Tirtayasa again .. I study there so horrified what kind of man x ..,0.6,Positive
"In court can not be tried, so that netizens are trying",0.0,Neutral
Edass at Spil Gatuu Data himself wkwk,0.0,Neutral
"In Pandeglang the music concert is really difficult, but what is like this can be escaped",-0.5,Negative
I know the person min.,0.0,Neutral
Aaauuuuuuuuuuuu kuk kuk kuk,0.0,Neutral
"This CBA is already viral, is it really detained.",0.2,Positive
finally entered the attack info too,0.0,Neutral
Have to be viral first,0.25,Positive
"From DLU, I don't respect the Establishment of Official Children ... pretentious",-0.3,Negative
Up up up 🔥🔥🔥,0.0,Neutral
"Hehe it's a bit difficult for the case in Banten, the problem is that",-0.5,Negative
It's time for netizens to intervene 🔥🔥🔥,0.0,Neutral
"Teteh who has reported, you are very great and brave ❤️. His family is no less great. The spirit of fighting for justice.",0.6708333333333334,Positive
Try Yeh Slave Pandgelang Cirian,0.0,Neutral
Spill ig+wa,0.0,Neutral
👏,0.0,Neutral
"Please help the process, bro and viral",0.0,Neutral
Hopefully the culprit if you enter the cell can massage ++ in the cell 😁,0.0,Neutral
"Astagfirullah, innalillahi .. O Allah protect our children from heinous humans, and protect our children from things that make them a heinous human being who hurts others",0.0,Neutral
Not finished Fikri Alwii,0.0,Neutral
really bad 😭,-0.6999999999999998,Negative
"This is one of the students as fantastic as shy in which is the censorship again if I still actively follow up if you've passed trying children untirta (accounting), let's help the victim",-0.07708333333333334,Negative
It is recommended to report to KPAI (Indonesian Child and Women's Protection Commission to receive protection,0.0,Neutral
Alwiii Gobloookkkk,0.0,Neutral
"ooohh this is crowded, pandeglang again huh ... from above to below there is no correct ""... (not all anyway)",0.0,Neutral
The high school of the brain is low😂,0.16,Positive
"Please guard, bro, please",0.0,Neutral
❤️,0.0,Neutral
Gimna this student,0.0,Neutral
Embarrassed untirta you bg,0.0,Neutral
The campus must be firm if you are still in college. In law as heavy as the applicable law.,-0.2,Negative
Dick leather,0.0,Neutral
"Finally in the post here ,,",0.0,Neutral
Where do you continue? How come the slidex is always the one,0.0,Neutral
"Continue to monitor, for the champions to be invited 🔥",0.0,Neutral
BGT BGT,0.0,Neutral
😡😡😠😠😠,0.0,Neutral
Guard,0.0,Neutral
"Duhh, I don't want to use any animal, because it's already similar to the Antichristries.",0.0,Neutral
"Pandeglang, how come",0.0,Neutral
Bang Hotmann please,0.0,Neutral
Already started to enter the national news too,0.0,Neutral
Astagfirullah is so vile. Viraling of Indonesian Malaccians,0.0,Neutral
Widihhh who estimated it turned out to be the son of the official tohh👏,0.0,Neutral
Woeee Child Untirta? !! Accounting Study Program? !! What the F*ck?!,0.0,Neutral
This is more crowded on Twitter ... if the partaismed & mazini account is moving .. ready on the skin,0.35,Positive
assisted sir,0.0,Neutral
Viral so that it will be punished accordingly,0.0,Neutral
Poor,-0.4,Negative
Weve about the official child why Min Spill is the name of his official so that everyone knows his son's decay,0.0,Neutral
"Pak Hotman helps the tagya permission, sir 🙏🏻",0.0,Neutral
"O Allah, really live in Konoha😢",0.13636363636363635,Positive
Pandeglang Oh Pandeglang there are just making a tantrum there hadeuhh,0.0,Neutral
Kunaon teu in my pahan dulur2 na🤦‍♂️,0.0,Neutral
"Come on ... Banten is known as ""killing without touching"" utilizing it if there is no justice in this country *show your supernatural powers",0.3333333333333333,Positive
"Breaking News! Defendant Alwi was demanded with a maximum demand of 6 years in prison. Don't appreciate the Pandeglang Kejari first, all of this is because the case is viral if it is not viral (self -contents) 😂",0.25,Positive
"Poor victims, the culprit must be given a punishment in order",-0.4,Negative
One of the laws in the village of Konoha. Disintensed by the intentional action will be repeated if the perpetrators are released. Please please I don't want anyone like this to study in Serang City,0.1,Positive
"Yo can yo, until complete yo",0.1,Positive
love jeraa sir,0.5,Positive
😭,0.0,Neutral
"Oh this is protected by the prosecutor, full cuan rich",0.3625,Positive
Untirta dare do you do not? Is it because the perpetrators are in the official circle so it's loose?,-0.07692307692307693,Negative
"Must be invited to hang out with us, the alwi wkwk",0.0,Neutral
No money will not be processed that is the law,0.0,Neutral
His family has a lot of duid,0.0,Neutral
His face is clear again so that the children of Untirta know their behavior,0.10000000000000002,Positive
Up up up 🔥🔥🔥🔥🔥,0.0,Neutral
Alwi dick,0.0,Neutral
In witchcraft/teluh beh😂,0.0,Neutral
This is like Ale,0.0,Neutral
"The account is locked. Get out of campus, shame only the alma mater",0.0,Neutral
Just mention who the former official ... why should it be covered by himself to spread the disgrace so delicious,0.5,Positive
Prosecutor Pandeglang protects rapists😂😂,0.0,Neutral
no stranger to his face ... yakhali escaped the boss,0.0,Neutral
"The perpetrators got the VIP😋 room, aowkaowk",0.0,Neutral
"Sir, please help, sir",0.0,Neutral
mostly watching jav definitely t0l0l,0.25,Positive
IG spill,0.0,Neutral
Kawal ter,0.0,Neutral
Continue to share via Tiktok so that until the center,-0.1,Negative
"Emg already have to be visited, so that the law enforcers think if you want it or not according to the path",0.0,Neutral
Rebbeca part of this,0.0,Neutral
This is what I said,0.0,Neutral
❤️❤️WZ#№,0.0,Neutral
"Maybe there will be no longer a netijen that skinned out the protectors, ready to be ready for agencies related to the fierceness of the netijen.",0.13333333333333333,Positive
"If it's already like this, it means the backing is not playing guys, guys",0.0,Neutral
Ngisin ngisinaken,0.0,Neutral
Astagfirulloh is really insolent org,0.2,Positive
"Not playing. Just die, his power is still there. And what happens and always happens. Viral DLU DUU DUEED !!! The small people have lost one of their haq as citizens.",-0.25,Negative
"Tag wong tuene min. Enda is sebanten Weruh, the perpetrator's family. Enda Tuman Sentenced Social Karo Netizen Banten",0.03333333333333333,Positive
Just read on twitter eh via here too ....,0.0,Neutral
