media,user_name,mention_name,day,like_comment,comment,cont_of_reply,reply_comment_name,username_reply,comment_en,Polarity,Analysis,emotion
infoserang,smart.fren14,@hotmanparisofficial,1 hari,2,izin bapak semoga bisa dibantu,0,,,"your permission, hopefully it can be helped",0.0,Neutral,positive
infoserang,hallo.haidar,@llvennn_,1 hari,2,liat,0,,,Look,0.0,Neutral,trust
netizenserang,feryilhamjauda,,1 hari,2,Lagi2 banten viral nya selalu dgn skandal 😂,0,,,"Again, the viral banten is always with a scandal 😂",0.0,Neutral,anger
netizenserang,hikmah_upika0713,,1 hari,2,Astaghfirullah 😢😢😢😢 parah,0,,,Astaghfirullah 😢😢😢😢 Severe,0.0,Neutral,anticipation
netizenserang,_ininuuu,,1 hari,2,Spill ig dan foto pelaku dong,0,,,Spill ig and photos of the perpetrators,0.0,Neutral,fear
netizenserang,lil_44342,,1 hari,2,Kalau bener lolos dari jeratan hukum. bener² Pandeglang ini,0,,,If it really escapes the bondage of the law. Really this Pandeglang,0.2,Positive,joy
netizenserang,arull206syaffrudin,@hotmanparisofficial,1 hari,2,Di gas mang,0,,,In gas mang,0.0,Neutral,positive
infopandeglang,tatuzahrotuluyun95,,1 hari,2,Maju terus Pak..,0,,,Move forward sir ..,0.0,Neutral,surprise
infopandeglang,faishol.el,,1 hari,2,Harusnya di atas 10 thn,0,,,Should be above 10 years,0.0,Neutral,anger
infopandeglang,anisarahayuags_,@rizky_arifiantoo,1 hari,2,Kawal terus abang 🔥,0,,,Keeping on brother 🔥,0.0,Neutral,fear
infopandeglang,ohanalkevino10,@lbh.rakyatbanten,1 hari,2,Jangan lupa terus dukung tim kuasa hukum korban dari LBH RB,0,,,Don't forget to continue to support the victim's attorney team from LBH RB,-0.075,Negative,negative
infopandeglang,firza_review,@refkiabdilah,1 hari,2,Wakil ente tuh 😮,0,,,Representative tuh 😮,0.0,Neutral,sadness
infopandeglang,fairouz.arienugroho,@undercover.id,1 hari,2,Kasus porn revenge Pandeglang Banten,0,,,Porn Revenge Pandeglang Banten case,0.0,Neutral,anger
infopandeglang,imazz.moetz,,1 hari,2,Kirain di lembur batur doank lamun Viral karak di UP horeng ngalaman oge di lembur kelahiran... semoga hal baik segera terungkap bisa mendapatkan keadilan seadil2nya amin,0,,,I think that in overtime batur doank seagrass viral karak in up horeng ngalaman oc in overtime ... hopefully good things will soon be revealed to be able to get justice as fairly as amen,0.633333333,Positive,fear
infopandeglang,adeardiansyah26,@hotmanparisofficial,1 hari,2,Tag yuk siapa tau beliau bisa membantu nya,0,,,Let's tag who knows he can help him,0.0,Neutral,negative
infopandeglang,hallomaxs,,1 hari,2,Kan tuh kalau viral beda lagi ceritanya,0,,,Right if the viral is different again the story,0.142857143,Positive,sadness
bantenraya,suganda_2189,,1 hari,2,Sekalian dikebri nih orang,0,,,All people around people,0.0,Neutral,positive
bantenraya,arssyahid,,1 hari,2,"Kawal terus min berita nya, jangan sampe kaya kasus nya Mario, borgol aja bisa lepas gitu 😂",0,,,"Continue to keep the news, don't get like Mario's case, just handcuffs can be released like that 😂",0.0,Neutral,anger
infopandeglang,___lengkara,,2 hari,2,"masa harus viral dulu baru kerja bener sih, hadeh. kerja lah tanpa di pantau",0,,,"The period must be viral first and then work right, hadeh. work without monitoring",0.267857143,Positive,fear
infopandeglang,jizah1403,,2 hari,2,knp selalu perempuan lg yg jd korbannya😭,0,,,why is it always a woman who is the victim ours,-0.075,Negative,disgust
infopandeglang,ichsanmavlana,@hmsuntirta,2 hari,2,tolong tindak nih anggota lu,0,,,Please act your members,0.0,Neutral,fear
infopandeglang,wildanmutaqin_,@kompastv,2 hari,2,mohon di beritkan demi masa depan korban,0,,,Please be piped for the future of the victim,-0.0375,Negative,negative
infopandeglang,fairouz.arienugroho,@narasinewsroom,2 hari,2,Kasus Pandeglang Viral,0,,,Viral Pandeglang Case,0.0,Neutral,sadness
infopandeglang,renieryanti2324,,2 hari,2,Upload ditiktok biar ramee😂,0,,,Upload in the tank to make it crowded,0.0,Neutral,anticipation
infopandeglang,enjoyment_official,,2 hari,2,Keadilan harus di tegakkan dan harus di tindaklanjuti sampai putusan pengadilan mengeluarkan keputusan vonis terhadap pelaku.,0,,,Justice must be upheld and must be followed up until the court's decision issued a verdict decision against the perpetrators.,0.0,Neutral,joy
infopandeglang,nidalmahesa,,2 hari,2,OWW MUSUHHKU KASUS LAGI WKWWKW,0,,,Oww enemy my case again wkwwkw,0.0,Neutral,positive
infopandeglang,mas_apri0,@hotmanparisofficial,2 hari,2,Bismillah,0,,,Bismillah,0.0,Neutral,trust
infopandeglang,vhyrni,,2 hari,2,"semoga kedepannya semakin dilancarkan yaaa, titip salam buat korban semoga keadaannya segera membaik. semoga sekeluarga selalu diberi kesehatan dan kekuatan!",0,,,"Hopefully in the future it will be launched, let's go, greet the victims, hopefully the situation will improve soon. Hopefully the family is always given health and strength!",0.0,Neutral,positive
infopandeglang,ibenk_012,,2 hari,2,"Utk negeri tetangga kan kasus hukum itu harus viral dulu baru ditangani dengan baik, kalau di indonesia pastinya transparan dong. hukum di indonesia kan badebest",0,,,"For neighboring countries the legal case must be viral first and then handled well, if in Indonesia it is certainly transparent. Law in Indonesia is Badebest",0.221428571,Positive,trust
infopandeglang,fareel.wijaya,@detikcom,2 hari,2,"kasus yang melibatkan oknum jaksa kabupaten Pandeglang, provinsi Banten",0,,,"cases involving unscrupulous prosecutors in Pandeglang, Banten Province",0.0,Neutral,fear
infopandeglang,rikrkmna,@matanajwa,2 hari,2,"Harus d ungkap dulu nihh biasanya, minta bantuan nya , biar kasus nya d usut tuntas",0,,,"Must be revealed first, usually, ask for help, so that the case is completely integrated",0.033333333,Positive,fear
infopandeglang,nurfitririka,@polres_pandeglang,2 hari,2,hukum berat pelaku seberat beratnya!!!!!!,0,,,the severe law of the perpetrators as heavy as the heavy !!!!!!,-0.481469727,Negative,trust
infopandeglang,pdgstateofrhino,,2 hari,2,Nyampe juga ke Pandeglang ni modus revenge porn. Mun lain budak pejabat mah mereun geus rumah digebugan sieta,0,,,"Nyampe also to Pandeglang this Revenge Porn mode. Another mun of the slave of the official Mah Mereun Geus, a house in Sieta",0.0,Neutral,anticipation
infopandeglang,cherycey,@irnadimyati,2 hari,2,usut tuntas bu jaksa nya. Ini kasus serius loh bu,0,,,"Investigate the prosecutor's thorough. This is a serious case, ma'am",-0.333333333,Negative,positive
infopandeglang,belladmyntiiiiiii,,2 hari,2,Ini sih udh bukan lagi manusia laki nya 😠😠,0,,,This is no longer a man 😠😠,0.0,Neutral,fear
infopandeglang,hawasi49,@ahmadsahroni88,2 hari,2,Mohon bantuannya,0,,,Please help,0.0,Neutral,negative
infopandeglang,inna_februari,@irnadimyati,2 hari,2,Tolong ini bu,0,,,"Please, ma'am",0.0,Neutral,anger
infopandeglang,dstyfzhh,,2 hari,2,"JAHAT BANGET SUMPAH ITU MAH BUKAN MANUSIA LAGI, BINATANG!",0,,,"Very evil oath is not human anymore, animal!",-0.5,Negative,fear
infoserang,queensclinic.id,@ganosecteam.id,1 hari,2,h,0,,,h,0.0,Neutral,sadness
infoserang,rideramelanistic,@hotman911official,1 hari,2,h,0,,,h,0.0,Neutral,anticipation
infoserang,sriindahmgfrh,@kejaksaan.ri,1 hari,2,h,0,,,h,0.0,Neutral,joy
infoserang,andresmood,@hotmanparisofficial,1 hari,2,h,0,,,h,0.0,Neutral,positive
infopandeglang,yunikarinaa,@nyinyir_update_oficial,2 hari,2,h,0,,,h,0.0,Neutral,surprise
infopandeglang,sivaaass_,@irnadimyati,2 hari,2,h,0,,,h,0.0,Neutral,trust
infopandeglang,ekasumantri599,@irnadimyati,2 hari,2,h,0,,,h,0.0,Neutral,fear
infopandeglang,sivaaass_,@irnadimyati,2 hari,2,h,0,,,h,0.0,Neutral,negative
infopandeglang,ekasumantri599,@irnadimyati,2 hari,2,h,0,,,h,0.0,Neutral,fear
info.banten,holwanie15,,1 hari,2,Harus nunggu viral dulu.. 😪😪😪 Miris Hukum negri konoha Tumpul..,0,,,Have to wait for the viral first .. 😪😪😪 Sadly the law of the state of Konoha blunt ..,-0.125,Negative,negative
info.banten,nfitrianidewi,@irnadimyati,1 hari,2,"Yg terhormat ibu kita bagaimana kelanjutannya ibu? Tidakkah cape dan malu dengan kasus seperti ini, kemarin2 saudara saya yg dibunuh sadis oleh mantan pacarny, dan ini terjadi lg di daerah tercinta terkasih yaitu kab. Pandeglang, dengan hal yg serupa hanya berbeda ini masih hidup dan yg pertama meninggal tragis, akannya berakhir seperti itu juga ? Tlg di tindak seadil2nya jangan bungkam semua org sama dimata hukum, ya cuma skrg yg ngebedain kamu punya kekuasaan dan uang tidak. Nuhun",0,,,"Our honorable mother is how the sequel is mom? Isn't it tired and ashamed of a case like this, yesterday my brother who was killed by his ex -boyfriend, and this happened again in my beloved area, Kab. Pandeglang, with the same thing, only this is still alive and the first to die tragically, will it end like that too? Tlg in the same act do not silence all the same people in the eyes of the law, yes only now the one who is different from you have power and money is not. Thank you",0.040909091,Positive,negative
info.banten,rizalogik,@mohmahfudmd,1 hari,2,Bapak 🙏,0,,,Mr. 🙏,0.0,Neutral,anticipation
info.banten,whyuningsih_ayu,,1 hari,2,Namanya gasebagus kelakuannya😢,0,,,His name is gasebagus behavior😢,0.0,Neutral,joy
info.banten,eldi_funxbumz,,1 hari,2,Keberatan nama jadi kelenger 😂,0,,,Objection of the name to be a backfill 😂,0.0,Neutral,positive
info.banten,mas_apri0,,1 hari,2,Salam olahraga di rutann bang😄,0,,,Greetings in the Sports at Detention Center Bang😄,-0.1,Negative,trust
info.banten,suganda_2189,,1 hari,2,"Padahal anak mantan dlh gmn anak gubernur parah nih klo sampai gak dihukum berat,bila perlu dikebiri nih bagsat",0,,,"Even though the former child is a DLH, the governor's child is severe if it is not severely punished, if necessary, it is neute",0.0,Neutral,anticipation
info.banten,ofaymustofa94,,1 hari,2,Hukum Mati aja min,0,,,"Just dead law, min",-0.2,Negative,joy
pandeglangeksis,ratufikririzki,,5 jam,2,Emang Kejari Merangkap Psikolog kah? 🥲,0,,,Is Kejari concurrently a psychologist? 🥲,0.0,Neutral,positive
pandeglangeksis,yasiroh97,,4 jam,2,lah damai ?? kok gtu yak?? ga ksian sma korbanyaa toh ?? ini gmnaa si crtnyaa hal kya gni smena2 d spelein bngt..pntesan bnyak yg sring trjdi kyaa gni. hukumnyaa sih bcndaa trus,0,,,"is peaceful ?? how come it's like that ?? Don't you know the Korbanya high school anyway ?? This is how the crt is the thing, I don't know, it's really good ... the most sring is like that. the law is bcndaa then",0.4025,Positive,trust
pandeglangeksis,a_aajii22,@pandeglang24jam,6 jam,2,kumaha barudakk,0,,,Kumaha Barudakk,0.0,Neutral,positive
infopandeglang,sandymjhd_,,2 hari,2,asli?,0,@llinkarr,jujun_feb,original?,0.375,Positive,trust
infopandeglang,incu_ultram4n,,2 hari,2,akun pelaku nya bukan bang?,0,@llinkarr,jujun_feb,The perpetrator's account is not bang?,0.0,Neutral,fear
infopandeglang,llinkarr,,2 hari,2,iya,0,@sandymjhd_,jujun_feb,Yes,0.0,Neutral,negative
infopandeglang,arlinaa07,,2 hari,2,gaasik akunnya private 🔥,0,@tanwiruljojo,tanwiruljojo,the givate account ga ics 🔥,0.0,Neutral,sadness
infopandeglang,akunnabila_,@tanwiruljojo,2 hari,2,betul❤️‍🔥,0,,tanwiruljojo,That's right,0.285714286,Positive,negative
infopandeglang,feeljuice_id,@tanwiruljojo,2 hari,2,kan emg belakangan ini kasus Pandeglang pasti mslh seksual2 dan seksual,0,,tanwiruljojo,Emg lately the Pandeglang case is definitely sexual and sexual,0.233333333,Positive,anger
infopandeglang,llinkarr,,2 hari,2,@(null) ya emang di private tapi dia oknum bejadnya,0,,latief_intan,"@(null), yes, he is private but he's a person",0.0,Neutral,anticipation
infopandeglang,novitayanti000,,2 hari,2,anak pejabat,0,@latief_intan,latief_intan,official child,0.0,Neutral,joy
infopandeglang,hawasi49,@ahmadsahroni88,2 hari,2,h,0,@aziz.khakim,aziz.khakim,h,0.0,Neutral,positive
infopandeglang,sanjaya_albantani,,2 hari,2,Lapor anggota dewan,0,@aziz.khakim,aziz.khakim,Report members of the council,0.0,Neutral,surprise
infopandeglang,sanjaya_albantani,,2 hari,2,biar dibantu sama mereka,0,@sanjaya_albantani,aziz.khakim,so that they are helped by them,0.0,Neutral,trust
infopandeglang,pudholi7,@hotman911official,2 hari,2,sepertinya kalau abang yang turut masalahnya cepet selesai.,0,@hotmanparisofficial,aziz.khakim,It seems that if the brother who is also the problem is quickly resolved.,0.333333333,Positive,anger
infopandeglang,matiggresssssssss,@dony_ferdianto,2 hari,2,mohon atensinya atas dugaan oknum Jaksa di pandeglang,0,,dony_ferdianto,Please attempt for the alleged prosecutor in Pandeglang,-0.1,Negative,negative
infopandeglang,belladmyntiiiiiii,,,2,org mana si dia,0,@fseptiansputra,fseptiansputra,org which one he,0.0,Neutral,anticipation
infopandeglang,taufiqc16,,,2,ini bang IG nya. ?,0,@rizkyard15,fseptiansputra,This is the IG. ?,0.0,Neutral,joy
infopandeglang,fathurrzkinrhmzh,,,2,eeee alwi lain fathur bangcatttt,0,@asshafi_,fseptiansputra,Eeee Alwi Other Fathur Bangcatttt,-0.125,Negative,positive
infopandeglang,krliaptry_,,,2,lagi serius2 baca komen mlh ngakak baca reply’an gni😭,0,@fathurrzkinrhmzh,fseptiansputra,I'm serious about reading the comments MLH not reading Reply'an Gni got,-0.333333333,Negative,surprise
infopandeglang,lindahutapia,,2 hari,2,kuat bangeeeeet anak yg luar biasa 3 tahun lho...,0,@fitri.handayani05_,fitri.handayani05_,Strong bangeeeeet children who are extraordinary 3 years you know ...,0.383333333,Positive,trust
infopandeglang,lisnaryu,,2 hari,2,pelaku dirumah ga si? Susulin aja dah ama netizen Pandeglang abis dah tu,0,@llinkarr,mira.dnaa,the perpetrator at home or not? Just follow the netizen pandeglang after that,0.0,Neutral,anger
infopandeglang,inisakinah,,2 hari,2,yg berpendidikan itu pada paham kk ama ilmunya. Cuma kalah sama uang dan jabatan. Akhirnya mangut jdi ekor,0,@ira_spyh,ira_spyh,the educated one in understanding the knowledge of his knowledge. Just losing money and positions. Finally mangut jdi tail,0.0,Neutral,anticipation
infoserang,_alwi.sihab,,1 hari,2,bukan saya kak😢,0,@nizarf_,dimaspashaofficial,Not me sis,0.0,Neutral,disgust
infoserang,ayuniyusup,,1 hari,2,@ velvetxandy saya juga sama kesel nya ama admin 😂 banyak tingkah mentang2 anak pejabat giliran kena kasus nanti minta maaf ampe nangis2 lagi ... giliran ngelakuin kesalahannya begaya ampe ga punya hati ..,0,,dimaspashaofficial,@ velvetxandy I am also the same as the admin and a lot of behaviors after the child's child's turn to get hit by the case later apologize to cry again ... It's his turn to do the mistakes so you don't have a heart ..,0.0,Neutral,fear
infoserang,lussieztunnisa,,1 hari,2,fake,0,@yodie7,dimaspashaofficial,Fake,-0.5,Negative,negative
infoserang,rkmln1,,1 hari,2,"udah lah bang gausah ngurusin, cukup tau dan jadi pendengar aja, yg penting gak ngerugiin diri sendiri dan gak libatin lu juga bang.",0,@agung_cahyana28,agung_cahyana28,"Already, sir, I don't have to take care of it, just know and just be a listener, the important thing is not to be loved by yourself and doesn't involve you too.",0.55,Positive,sadness
infoserang,ilham.ompong1,,1 hari,2,"mending di baca lagi bang, biasakan membaca. Di ancam di sebarkan video porno nya klo gak mau di sebanrin ada syaratnya, si cewek di paksa harus jdi pacarnya si dia(cowok yg memperkosanya).",0,@agung_cahyana28,agung_cahyana28,"It's better to read it again, make it a habit to read. Threatened on the porn video if you don't want to be in the same condition, the girl is forced to be a girlfriend she (the guy who raped her).",0.066666667,Positive,surprise
infoserang,agustimas_ag,,1 hari,2,baca lg bang. Pelaku memamksa korban untuk jadi pacarnya dgn cara di jebak pakai video. Korbannya di buat ga sadar,0,@agung_cahyana28,agung_cahyana28,Read LG Bang. The perpetrator memamksa victim to be his girlfriend in a trap using video. The victim was made unconscious,-0.075,Negative,anger
infoserang,noni.hyati,,1 hari,2,iqra ..baca...heran deh suka bikin emosi aja,0,@agung_cahyana28,agung_cahyana28,Iqra .. read ... I am surprised to make emotions,0.1,Positive,anticipation
infoserang,lindalstr00,,1 hari,2,ngeyeel,0,@agung_cahyana28,agung_cahyana28,Ngeyeel,0.0,Neutral,disgust
infoserang,rbinrullah_,,1 hari,2,"Gas sih bang,btw tutor centang birunga dong😂",0,,myusuf.insta,"Gas, sir, btw tutor check beirunga please😂",0.0,Neutral,fear
infoserang,achmadsaefudinas,@romapcy,1 hari,2,"hahaha centang biru sudah biasa, centang Merah putih luar biasa. Hidup keadilan usut tuntas bila perlu kandangin se umur hidup pelaku biar tidak ada lagi 4n*1n9 4n*1n9 lagi yang berkeliaran!!!",0,,myusuf.insta,"Hahaha Check Blue is common, check red and white. Life of Justice is complete if necessary caged the age of the lives of the perpetrators so that there is no more 4n*1n9 4n*1n9 more that roaming !!!",0.080729167,Positive,negative
infoserang,nasi_liwet_tangerang,@romapcy,1 hari,2,hhaahaha daripada pusing mikirin hidup bang 🤣🤣🤣,0,,myusuf.insta,Hhaahaha instead of dizzy thinking about life bang 🤣🤣🤣,0.0,Neutral,sadness
infoserang,nasi_liwet_tangerang,@achmadsaefudinas,1 hari,2,aku biasa taunya centong nasi bang jd agak2 norak yaa😂😂😂😂,0,,myusuf.insta,I used to know the rice centong bang so it's a bit tacky,0.0,Neutral,fear
